auto_keyword_count,exclamation_count,question_mark_count,capital_ratio,num_urls,has_ip_in_url,has_url_shortener,avg_url_length,body_length,has_generic_greeting,special_char_count,has_html,has_hidden_content,has_qr_code,has_form,social_authority,social_scarcity,social_liking,social_consistency,social_social_proof,has_leet_speak,separator_obfuscation,mixed_scripts,pressure_fear,pressure_urgency,pressure_opportunity,pressure_secrecy,legit_has_phone,legit_has_address,legit_has_order_number,legit_has_privacy_policy,legit_has_physical_address,subj_capital_ratio,subj_urgency_count,subj_exclamations,subj_length,label,source
1,0,1,0.04638218923933209,1.0,0,1,37.0,97.0,0,26.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0741,0,0,6,0,spamassassin
3,0,2,0.01981981981981982,2.0,0,0,39.5,159.0,0,141.0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0.0233,0,0,6,0,spamassassin
1,0,1,0.0730593607305936,2.0,0,0,59.0,18.0,0,34.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0612,0,0,7,0,spamassassin
3,3,3,0.056035611416601204,2.0,0,0,32.0,420.0,0,303.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0.1429,0,0,5,1,spamassassin
2,1,0,0.05623471882640587,0.0,0,0,0.0,71.0,0,27.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.0781,0,0,7,0,spamassassin
9,0,1,0.05414746543778802,1.0,0,0,103.0,122.0,0,38.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.1429,2,0,7,1,nazario
0,0,0,0.017557251908396947,1.0,0,1,37.0,227.0,0,39.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0926,0,0,8,0,spamassassin
2,1,0,0.028878822197055492,3.0,0,0,40.333333333333336,264.0,0,70.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0.1579,0,0,3,0,spamassassin
0,0,0,0.02643171806167401,0.0,0,0,0.0,36.0,0,11.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,4,0,nazario
1,0,1,0.038268264398917666,3.0,0,1,31.0,407.0,0,69.0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.1667,0,0,6,0,spamassassin
0,1,0,0.11576354679802955,1.0,0,0,23.0,50.0,0,62.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0476,0,0,3,1,spamassassin
4,2,1,0.044407894736842105,4.0,0,0,42.0,167.0,0,207.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0435,0,0,8,0,nazario
1,2,0,0.023636363636363636,4.0,0,0,30.5,66.0,0,97.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0222,0,0,5,0,spamassassin
2,0,1,0.06275033377837116,2.0,0,0,41.0,102.0,0,81.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.3226,0,0,6,0,spamassassin
10,3,1,0.057578323454699404,0.0,0,0,0.0,195.0,1,38.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0556,0,0,3,1,nazario
0,0,0,0.062360801781737196,0.0,0,0,0.0,80.0,0,52.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0909,0,0,3,0,spamassassin
0,0,2,0.03747072599531616,2.0,0,0,25.0,126.0,0,69.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1774,0,0,12,0,spamassassin
2,0,3,0.03195040534096328,2.0,0,1,40.0,320.0,0,164.0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0.0222,0,0,5,0,spamassassin
4,0,0,0.05,1.0,0,0,48.0,25.0,0,14.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0323,0,0,6,0,spamassassin
0,0,1,0.0935672514619883,1.0,0,0,81.0,14.0,0,21.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0233,0,0,7,0,spamassassin
6,6,4,0.06211779851947216,7.0,0,0,62.57142857142857,451.0,0,338.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.16,0,0,4,1,spamassassin
1,0,2,0.025717111770524232,1.0,0,1,37.0,162.0,0,65.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.1667,0,0,3,0,spamassassin
1,0,0,0.029197080291970802,0.0,0,0,0.0,25.0,0,8.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.125,0,0,10,0,nazario
7,1,1,0.06092094539527303,11.0,0,1,88.63636363636364,588.0,0,349.0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0.2154,0,0,8,0,nazario
4,0,0,0.04668497449980384,1.0,0,0,41.0,384.0,0,169.0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.2,0,0,8,0,spamassassin
2,0,1,0.044755244755244755,1.0,0,0,52.0,98.0,0,97.0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0.0769,0,0,3,0,spamassassin
1,1,0,0.031459987782529016,1.0,0,1,22.0,596.0,0,252.0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0.1786,0,0,5,0,spamassassin
5,0,0,0.050616482803374434,0.0,0,0,0.0,214.0,0,71.0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,1,0,0,0,0.1132,1,0,8,1,nazario
3,0,1,0.05229793977812995,4.0,0,1,35.0,199.0,0,127.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.1803,0,0,11,0,spamassassin
5,2,0,0.09915356711003627,1.0,0,0,40.0,139.0,1,28.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0244,0,0,6,1,spamassassin
5,0,13,0.04590604026845638,16.0,0,0,51.875,391.0,0,546.0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,1,0,0,0,0.0571,0,0,4,0,nazario
3,0,2,0.03569525839104955,1.0,0,1,52.0,313.0,0,189.0,0,0,0,0,1,1,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0.1111,0,0,5,0,spamassassin
3,0,10,0.02915704387990762,11.0,0,0,37.45454545454545,1002.0,0,1119.0,0,0,0,0,0,1,2,0,1,1,5,0,1,2,0,0,0,0,0,0,0,0.0862,0,0,9,0,spamassassin
0,0,1,0.04385517593064763,4.0,0,0,55.25,284.0,0,144.0,0,0,0,0,0,1,1,0,0,1,5,0,0,0,1,0,0,0,0,0,0,0.0606,0,0,4,0,nazario
3,0,1,0.05598621877691645,1.0,0,0,41.0,196.0,0,85.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.2182,0,0,10,0,spamassassin
5,0,1,0.04559270516717325,0.0,0,1,0.0,41.0,0,19.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0976,0,0,5,1,nazario
8,8,0,0.05598243688254665,0.0,0,0,0.0,139.0,0,112.0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0.1071,0,3,4,1,spamassassin
3,1,4,0.04603580562659847,2.0,0,0,41.0,317.0,0,127.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.1951,0,0,8,0,nazario
7,1,1,0.1661631419939577,0.0,0,0,0.0,54.0,0,21.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.1053,0,1,5,1,spamassassin
1,0,3,0.12749391727493917,2.0,0,0,45.0,216.0,0,311.0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0.1364,0,0,4,1,spamassassin
7,4,4,0.055161544523246654,5.0,0,0,65.8,129.0,0,216.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.7742,0,0,6,1,spamassassin
1,0,0,0.044444444444444446,1.0,0,0,55.0,83.0,0,32.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.25,0,1,4,0,spamassassin
3,0,0,0.07387862796833773,0.0,0,0,0.0,60.0,0,16.0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,1,1,0,0.0946,0,1,10,1,nazario
2,0,1,0.04824561403508772,1.0,0,0,48.0,22.0,0,27.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,5,0,nazario
4,0,0,0.09210526315789473,2.0,0,0,48.0,7.0,0,35.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0469,0,0,11,0,spamassassin
2,0,1,0.030139103554868624,1.0,0,0,41.0,212.0,0,60.0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.1111,0,0,5,0,nazario
11,0,0,0.019539078156312624,0.0,0,0,0.0,148.0,0,18.0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.0843,0,0,2,1,nazario
2,0,1,0.019342359767891684,2.0,0,0,39.5,54.0,0,129.0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0.0667,0,0,6,0,spamassassin
0,0,0,0.0,0.0,0,0,0.0,1.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1311,0,0,8,1,nazario
0,6,7,0.03619909502262444,4.0,0,1,29.5,43.0,0,733.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.283,0,0,1,1,spamassassin
0,0,0,0.014047410008779631,0.0,0,0,0.0,179.0,0,131.0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,nazario
0,0,13,0.06731813246471227,0.0,0,0,0.0,1010.0,0,385.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0.0625,1,0,11,0,nazario
5,0,0,0.05001219809709685,0.0,0,0,0.0,630.0,0,168.0,1,0,0,0,1,1,1,0,0,1,0,0,2,1,2,1,0,0,0,0,0,0.2326,0,0,6,0,nazario
7,0,0,0.051587301587301584,0.0,0,0,0.0,423.0,0,194.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0.825,0,0,7,1,nazario
4,0,0,0.05952380952380952,1.0,0,0,47.0,19.0,0,25.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0444,0,0,6,0,spamassassin
0,0,0,0.04778156996587031,0.0,0,0,0.0,59.0,0,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0455,0,0,3,0,nazario
2,0,1,0.02320185614849188,1.0,0,1,37.0,73.0,0,24.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,13,0,spamassassin
7,72,4,0.09743155517922665,0.0,0,0,0.0,2646.0,0,1565.0,0,0,0,0,2,2,0,0,0,1,2,0,1,1,1,1,1,0,1,0,0,0.2105,0,0,4,1,spamassassin
3,0,5,0.041666666666666664,5.0,0,0,41.2,208.0,0,315.0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0.0606,0,0,5,0,spamassassin
6,3,7,0.054901960784313725,6.0,0,0,40.333333333333336,83.0,0,111.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.2424,0,0,5,1,spamassassin
0,0,0,0.018518518518518517,0.0,0,0,0.0,17.0,0,32.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0417,0,0,3,0,spamassassin
0,70,0,0.4050556725850135,2.0,0,0,55.0,11.0,0,559.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.05,0,1,3,1,spamassassin
9,40,13,0.0503105845571599,50.0,0,1,33.42,2660.3920000000016,0,2144.0784000000003,0,0,0,0,0,2,3,0,0,1,2,0,1,2,1,1,0,0,1,1,0,0.0833,0,0,6,1,spamassassin
0,0,4,0.03609831029185868,1.0,0,1,37.0,243.0,0,96.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.1136,0,0,7,0,spamassassin
4,1,1,0.016544117647058824,2.0,0,0,50.5,353.0,0,221.0,0,0,0,0,1,0,0,0,0,1,5,0,2,1,1,0,0,0,0,0,0,0.0806,0,0,10,0,spamassassin
4,1,0,0.06077981651376147,0.0,0,0,0.0,114.0,0,28.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0263,0,1,6,1,spamassassin
6,0,0,0.022900763358778626,0.0,0,0,0.0,58.0,0,18.0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0.0303,0,1,6,1,nazario
4,0,1,0.0930888575458392,0.0,0,0,0.0,107.0,1,17.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0435,0,0,4,1,nazario
3,0,0,0.01981833195706028,3.0,0,0,35.0,389.0,0,235.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.2941,0,0,7,0,spamassassin
3,2,2,0.037365421152628246,2.0,0,0,44.5,259.0,0,187.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0645,0,0,5,0,spamassassin
1,0,0,0.06930693069306931,1.0,0,1,37.0,34.0,0,26.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.1176,0,0,8,0,spamassassin
1,0,1,0.02527646129541864,2.0,0,0,45.0,84.0,0,84.0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0.0,0,0,1,0,spamassassin
1,1,1,0.08017960230917255,0.0,0,0,0.0,249.0,0,168.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0.18,0,0,16,1,spamassassin
3,1,7,0.04277333333333333,0.0,0,1,0.0,1665.0,0,717.0,0,0,0,0,0,1,1,0,0,1,0,0,0,2,0,0,0,1,1,0,0,0.1429,0,0,3,0,spamassassin
8,2,0,0.17141990291262135,0.0,0,0,0.0,505.0,0,729.0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.2581,0,1,9,1,spamassassin
4,0,0,0.050314465408805034,1.0,0,0,47.0,14.0,0,23.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0.0312,0,0,4,0,spamassassin
4,1,5,0.07673745173745174,2.0,0,0,36.0,281.0,0,267.0,0,0,0,0,0,1,0,0,0,1,5,0,0,0,1,0,0,0,0,0,0,0.125,0,0,3,0,spamassassin
1,0,0,0.03253182461103253,1.0,0,0,52.0,125.0,0,100.0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0.0714,0,0,3,0,spamassassin
3,0,3,0.02865228157056951,2.0,0,0,43.5,463.0,0,209.0,0,0,0,0,0,1,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0.1282,0,0,8,0,nazario
9,1,0,0.02506265664160401,0.0,0,0,0.0,54.0,0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0714,0,0,3,1,nazario
3,1,1,0.027833001988071572,4.0,0,0,39.0,776.0,0,745.0,0,0,0,0,1,1,0,0,0,1,5,0,0,0,1,0,0,0,0,0,0,0.0556,0,0,7,0,nazario
3,0,0,0.18873239436619718,2.0,0,0,33.5,164.0,0,123.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0.1579,0,0,6,0,spamassassin
1,0,2,0.07014388489208633,0.0,0,0,0.0,187.0,0,71.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.1714,0,0,6,0,nazario
8,0,0,0.051601423487544484,0.0,0,0,0.0,88.0,0,24.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.027,0,1,4,1,nazario
4,5,1,0.13636363636363635,0.0,0,0,0.0,91.0,0,54.0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0.1316,0,0,7,1,spamassassin
4,2,2,0.05504587155963303,2.0,0,0,44.0,237.0,0,305.0,0,0,0,0,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0.2105,0,0,4,0,spamassassin
10,6,1,0.06099397590361446,0.0,0,0,0.0,216.0,0,33.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0583,0,0,5,1,spamassassin
1,0,1,0.05752212389380531,1.0,0,0,52.0,22.0,0,67.0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0.1429,0,0,1,0,spamassassin
6,0,2,0.02155992390615092,0.0,0,0,0.0,562.0,0,160.0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0.1154,0,0,4,0,nazario
5,0,0,0.04267589388696655,0.0,0,0,0.0,131.0,0,31.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,1,nazario
5,8,1,0.10571428571428572,4.0,0,1,45.25,169.0,0,243.0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0.3478,0,0,5,1,spamassassin
1,0,0,0.012714558169103624,0.0,0,1,0.0,258.0,0,64.0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0294,0,1,6,0,spamassassin
3,0,1,0.02877697841726619,4.0,0,0,38.0,116.0,0,170.0,1,0,0,0,0,0,1,0,0,1,5,0,0,0,1,0,0,0,0,0,0,0.0556,0,0,16,0,nazario
4,1,2,0.026776519052523172,3.0,0,0,44.666666666666664,119.0,0,159.0,0,0,0,0,0,1,0,0,0,1,5,0,1,0,0,0,0,0,0,0,0,0.0303,0,0,6,0,spamassassin
4,1,1,0.04871060171919771,2.0,0,0,64.0,149.0,0,55.0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.1892,0,0,5,0,nazario
2,0,1,0.026041666666666668,2.0,0,0,39.5,70.0,0,134.0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0.1373,0,0,7,0,spamassassin
0,0,2,0.022004889975550123,0.0,0,0,0.0,288.0,0,64.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1562,0,0,7,0,spamassassin
1,0,0,0.023758099352051837,0.0,0,0,0.0,186.0,0,33.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0263,0,0,7,0,nazario
4,2,1,0.0608878224355129,2.0,0,0,31.5,399.0,0,215.0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0.12,0,0,4,1,spamassassin
3,0,3,0.038931297709923665,2.0,0,0,43.5,220.0,0,75.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.1818,0,0,7,0,nazario
1,0,0,0.14531754574811626,2.0,0,0,28.0,121.0,0,127.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0714,0,0,5,0,nazario
6,1,2,0.031844929041190725,1.0,0,0,41.0,540.0,0,156.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.18,0,0,8,0,spamassassin
0,0,0,0.05527638190954774,0.0,0,0,0.0,90.0,0,73.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,4,0,nazario
4,0,0,0.03684210526315789,1.0,0,0,47.0,19.0,0,24.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.1053,0,0,8,0,spamassassin
3,0,0,0.036072144288577156,1.0,0,0,41.0,78.0,0,42.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.2273,0,0,12,0,spamassassin
5,0,0,0.05434782608695652,0.0,0,0,0.0,79.0,0,20.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1429,0,0,7,1,spamassassin
4,0,0,0.04808002581477896,6.0,0,1,29.166666666666668,411.0,0,218.0,0,0,0,0,0,1,1,0,0,1,5,0,0,1,1,0,0,1,0,0,0,0.1167,0,0,8,0,spamassassin
0,0,1,0.039832285115303984,0.0,0,0,0.0,92.0,0,19.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,2,0,spamassassin
3,0,0,0.05646258503401361,2.0,0,0,33.0,202.0,0,77.0,0,0,0,0,1,0,1,0,0,1,0,0,0,2,1,0,1,0,0,0,0,0.1163,0,0,11,0,nazario
3,0,1,0.030985915492957747,2.0,0,0,34.5,100.0,0,86.0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0.0,0,0,2,0,spamassassin
6,0,0,0.09248554913294797,1.0,0,0,39.0,102.0,1,30.0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0.0189,0,0,9,1,nazario
2,9,0,0.0963855421686747,0.0,0,0,0.0,141.0,0,80.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0238,0,0,9,1,spamassassin
2,0,1,0.06405693950177936,1.0,0,0,41.0,146.0,0,53.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.2182,0,0,10,0,spamassassin
1,0,1,0.007701083856246435,1.0,0,1,56.0,593.0,0,400.0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0.2857,0,0,3,0,spamassassin
1,3,0,0.0345679012345679,1.0,0,0,63.0,53.0,0,28.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.1429,0,0,7,0,spamassassin
8,1,0,0.0352035203520352,0.0,0,0,0.0,156.0,0,31.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2051,0,1,5,1,spamassassin
1,0,3,0.023936170212765957,4.0,0,1,32.5,120.0,0,65.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.1406,0,0,11,0,spamassassin
9,0,0,0.054982817869415807,0.0,0,0,0.0,452.0,0,92.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0.1111,0,0,2,1,nazario
5,8,6,0.09378663540445487,0.0,0,0,0.0,158.0,0,43.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.1481,0,1,9,1,spamassassin
0,0,0,0.04052098408104197,2.0,0,1,29.5,107.0,0,46.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1765,0,0,3,0,spamassassin
2,0,2,0.03442622950819672,2.0,0,0,78.5,81.0,0,65.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.2692,0,0,5,0,spamassassin
9,0,0,0.028037383177570093,0.0,0,0,0.0,181.0,1,24.0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0.15,1,0,3,1,nazario
3,0,3,0.038931297709923665,2.0,0,0,43.5,220.0,0,75.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.1818,0,0,7,0,spamassassin
1,0,1,0.060836501901140684,2.0,0,0,53.0,29.0,0,38.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0484,0,0,11,0,spamassassin
4,10,0,0.0975177304964539,0.0,0,0,0.0,176.0,0,133.0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0.3919,0,0,6,1,spamassassin
0,0,1,0.028846153846153848,2.0,0,1,34.0,23.0,0,26.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,2,0,spamassassin
1,0,0,0.045454545454545456,0.0,0,0,0.0,352.0,0,52.0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.2258,0,0,9,0,nazario
1,0,0,0.030232558139534883,0.0,0,0,0.0,54.0,0,159.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0312,0,0,5,1,nazario
0,3,0,0.016216216216216217,1.0,0,1,37.0,66.0,0,29.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1346,0,0,9,0,spamassassin
3,2,7,0.029368029739776952,1.0,0,0,30.0,492.0,0,159.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.0455,0,0,3,0,spamassassin
6,0,0,0.032474804031354984,0.0,0,0,0.0,274.0,0,40.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0.1489,0,1,6,1,nazario
3,1,2,0.036,2.0,0,0,31.5,112.0,0,91.0,0,0,0,0,0,1,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0.2162,0,0,6,0,spamassassin
8,0,0,0.07565470417070805,0.0,0,0,0.0,286.0,1,54.0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0.1064,1,0,5,1,nazario
4,7,0,0.060810810810810814,3.0,0,0,35.666666666666664,99.0,0,76.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.1964,0,1,11,1,spamassassin
2,0,3,0.032915360501567396,2.0,0,0,66.0,69.0,0,192.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.1571,0,0,12,1,spamassassin
1,0,1,0.027689030883919063,2.0,0,0,40.0,110.0,0,294.0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0.0938,0,0,6,0,spamassassin
4,0,0,0.04421768707482993,0.0,0,0,0.0,45.0,0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4643,0,0,1,1,nazario
5,0,1,0.030249110320284697,5.0,0,1,50.2,376.0,0,196.0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0.0952,0,0,5,0,spamassassin
4,0,0,0.05172413793103448,1.0,0,0,48.0,23.0,0,14.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0278,0,0,5,0,spamassassin
3,0,1,0.0483619344773791,2.0,0,0,39.5,74.0,0,148.0,0,0,0,0,0,1,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0.0909,0,0,5,0,spamassassin
