body_length_chars,body_length_words,subject_length_chars,subject_length_words,exclamation_count,question_mark_count,special_char_count,capital_ratio,num_urls,has_ip_url,has_html,has_form
2226,302,57,5,2,2,268,0.06042031523642732,2,0,0,0
733,106,19,3,1,0,21,0.043824701195219126,0,0,0,0
2548,375,21,3,0,0,74,0.042412451361867706,1,0,0,0
594,57,12,2,0,1,98,0.051070840197693576,2,0,0,0
10224,1505,39,7,36,4,1050,0.03828916601714731,35,0,1,0
514,79,31,7,0,0,23,0.07142857142857142,0,0,0,0
298,30,17,3,0,2,76,0.03481012658227848,1,0,0,0
3146,470,12,1,0,0,109,0.05571383349161127,0,0,0,0
5481,734,36,5,5,13,249,0.06288510329829648,2,0,0,0
746,118,41,7,5,1,48,0.2868020304568528,4,0,0,0
1794,206,28,5,2,4,386,0.10367526055951728,5,0,0,0
562,107,30,5,2,0,46,0.03541315345699832,0,0,0,0
9062,796,60,9,113,11,2322,0.053052723884687056,106,0,1,0
832,139,25,3,1,0,140,0.09557109557109557,1,0,0,0
1654,264,86,14,0,2,166,0.028144744399770247,2,0,0,0
310,44,22,4,0,1,28,0.03303303303303303,1,0,0,0
901,145,37,6,0,0,93,0.026624068157614485,1,0,0,0
1127,158,28,5,0,0,60,0.07612456747404844,3,0,0,0
7988,1415,42,7,0,3,453,0.07184659444651974,0,0,0,0
713,104,32,6,0,3,87,0.054959785522788206,1,0,0,0
1483,221,18,3,0,0,210,0.03661784287616511,2,0,0,0
2391,328,32,4,0,0,76,0.06930693069306931,0,0,0,0
586,76,11,2,1,1,97,0.04013377926421405,3,0,0,0
1672,278,42,7,0,0,53,0.02565597667638484,1,0,0,0
1081,168,21,4,0,1,108,0.0843155031731641,1,0,0,0
3004,397,22,4,0,1,226,0.1007598282127519,9,0,0,0
2104,300,47,7,0,1,119,0.03485130111524164,3,0,0,0
92,17,20,3,0,0,8,0.08849557522123894,0,0,0,0
446,53,17,2,0,0,37,0.05387931034482758,3,0,0,0
236,45,26,4,0,0,27,0.053231939163498096,0,0,0,0
249,47,23,3,0,2,18,0.07326007326007326,0,0,0,0
980,153,10,2,3,0,53,0.06861755802219979,3,1,0,0
93,16,20,3,0,0,5,0.14912280701754385,0,0,0,0
506,72,11,2,2,1,88,0.03088803088803089,1,0,0,0
23,5,30,5,0,0,0,0.5185185185185185,0,0,0,0
55,7,2,1,0,0,3,0.017241379310344827,0,0,0,0
1095,153,31,4,0,0,39,0.03371783496007098,0,0,0,0
2105,367,32,6,4,0,65,0.08606173994387278,0,0,0,0
8688,173,59,1,0,4,2706,0.4053497942386831,0,0,0,0
194,17,36,6,0,0,33,0.08658008658008658,2,0,0,0
625,91,67,1,0,4,36,0.05916305916305916,0,0,0,0
401,68,67,10,0,0,29,0.23880597014925373,0,0,0,0
125158,1796,73,1,3,12,3775,0.403898364635237,1,0,1,0
514,77,22,4,1,2,44,0.0335195530726257,2,0,0,0
1485,183,31,5,0,1,243,0.04152933421226104,5,0,0,0
3053,469,52,6,3,4,502,0.06728911783644559,8,0,0,0
509,72,37,7,0,0,13,0.113345521023766,0,0,0,0
752,92,35,5,0,2,128,0.03426395939086294,3,0,0,0
380,66,46,7,0,0,22,0.0468384074941452,0,0,0,0
253,44,29,5,1,0,4,0.04240282685512368,0,0,0,0
1623,274,22,2,0,4,67,0.018833535844471446,1,0,0,0
970,124,56,8,0,0,193,0.03894839337877313,2,0,0,0
5327,638,35,6,5,6,326,0.031139287712101435,2,0,0,0
992,149,74,8,0,0,50,0.09840674789128398,0,0,0,0
4571,715,44,5,3,5,786,0.04354419410745234,7,0,1,0
9374,1413,34,5,0,11,131,0.08470613242640025,0,0,0,0
763,97,32,4,1,4,157,0.03015075376884422,2,0,0,0
1051,179,30,7,0,3,52,0.034195933456561925,0,0,0,0
622,79,35,5,0,1,108,0.031914893617021274,2,0,0,0
633,69,76,8,2,6,83,0.06056338028169014,6,0,0,0
1169,209,36,5,1,4,79,0.04228855721393035,1,0,0,0
2112,323,39,7,1,2,118,0.10687732342007435,0,0,0,0
2386,408,19,2,1,0,58,0.06234413965087282,1,0,0,0
3175,494,63,12,0,0,303,0.023464032108675516,4,0,0,0
879,156,65,11,0,2,30,0.0455026455026455,0,0,0,0
234,40,26,5,2,0,11,0.07662835249042145,0,0,0,0
2378,357,33,7,2,0,210,0.07504145936981758,0,0,0,0
8937,1314,50,5,10,4,428,0.08311081441922563,9,0,0,0
2288,301,22,4,0,5,71,0.16702726092600606,2,0,0,0
661,98,72,11,2,0,104,0.04904632152588556,1,0,0,0
1874,209,58,9,0,5,449,0.03673047077082255,6,0,0,0
312,44,37,6,0,0,29,0.06,1,0,0,0
848,133,18,3,1,0,47,0.016147635524798153,2,0,0,0
702,93,19,2,0,1,125,0.01662049861495845,1,0,0,0
7483,1106,40,7,0,1,603,0.03256246677299309,2,0,0,0
2062,316,23,3,0,0,168,0.045062320230105465,5,0,0,0
613,57,40,6,2,0,170,0.06880733944954129,2,0,1,0
3276,510,54,9,0,0,126,0.06934854398078655,0,0,1,0
2122,224,40,4,0,12,287,0.08552935737401757,12,0,0,0
194,25,38,5,0,0,15,0.030042918454935622,1,0,0,0
1307,182,28,4,1,0,51,0.058383233532934134,0,0,1,0
502,87,52,6,1,0,39,0.02882882882882883,1,0,0,0
1229,199,22,2,0,4,45,0.038338658146964855,0,0,0,0
2463,453,18,4,2,1,198,0.022965350523771154,1,0,0,0
1732,278,22,3,1,0,43,0.08831908831908832,1,0,0,0
1023,154,26,4,0,1,95,0.04857142857142857,1,0,0,0
6466,490,47,8,3,0,726,0.17408658274485722,0,0,0,0
904,118,46,7,0,4,146,0.03995793901156677,2,0,0,0
1249,177,52,8,0,3,175,0.028417818740399385,2,0,0,0
1953,297,27,5,3,1,303,0.044926804644119134,3,0,0,0
1025,161,41,5,0,0,12,0.1190253045923149,0,0,0,0
16649,2695,28,6,35,1,1977,0.14324259503537595,2,0,0,0
1478,191,38,4,2,1,276,0.027686222808174028,3,0,0,0
3241,574,84,14,2,3,153,0.04660252555622369,4,0,0,0
782,67,14,3,6,0,177,0.1618569636135508,4,0,0,0
471,78,9,2,0,3,39,0.06860706860706861,0,0,0,0
2944,487,31,4,1,2,144,0.03326612903225806,3,0,0,0
758,76,35,4,0,3,213,0.04534005037783375,2,0,0,0
470,73,42,5,0,0,17,0.06432748538011696,0,0,0,0
971,163,33,7,0,1,88,0.03681592039800995,2,0,0,0
735,117,20,2,0,0,26,0.11375661375661375,0,0,0,0
229,33,60,11,0,0,26,0.09655172413793103,0,0,0,0
4705,695,68,11,19,4,452,0.05173858399664851,7,0,0,0
598,76,35,5,0,1,107,0.03785488958990536,2,0,0,0
3729,695,26,3,1,0,106,0.02529286474973376,0,0,0,0
354,48,49,7,0,3,22,0.07920792079207921,0,0,0,0
474,82,22,4,0,2,36,0.04225352112676056,2,0,0,0
3391,343,31,5,1,0,203,0.05404615834063687,2,0,0,0
454,68,34,5,2,0,89,0.0408997955010225,1,0,0,0
1030,128,76,10,1,0,68,0.051490514905149054,0,0,0,0
5921,648,41,5,0,0,365,0.05550897199396277,5,0,1,0
1060,124,23,5,0,0,120,0.04151291512915129,5,0,0,0
1858,282,44,7,0,0,63,0.04466631634261692,0,0,0,0
1500,226,37,6,0,0,113,0.0305591677503251,3,0,0,0
477,77,36,7,0,0,33,0.08365758754863813,0,0,0,0
1941,324,39,5,2,0,199,0.028773346794548207,1,0,1,0
1707,32,52,7,0,0,35,0.4198863636363636,0,0,0,0
964,136,17,2,0,0,36,0.048879837067209775,0,0,0,0
6898,610,58,10,91,5,1627,0.051458962196349003,87,0,0,0
197,23,42,6,0,0,13,0.029166666666666667,1,0,0,0
535,65,64,8,0,0,78,0.035,2,0,0,0
191,26,45,6,0,0,14,0.029535864978902954,1,0,0,0
798,113,18,3,0,1,70,0.025703794369645042,1,0,0,0
193,20,34,7,0,0,28,0.07456140350877193,1,0,0,0
848,102,51,8,0,2,147,0.03777777777777778,2,0,0,0
1263,198,42,7,0,0,66,0.016079632465543645,0,0,0,0
983,134,37,6,5,3,98,0.03819784524975514,0,0,0,0
415,69,52,9,0,1,42,0.0641025641025641,1,0,0,0
765,99,56,8,0,0,95,0.05961070559610705,1,0,0,0
296,45,28,5,0,0,14,0.021538461538461538,0,0,0,0
571,60,48,8,0,0,138,0.03064516129032258,2,0,0,0
1097,138,56,11,1,2,194,0.05545927209705372,3,0,0,0
1346,214,49,7,0,2,63,0.04512893982808023,0,0,0,0
1161,135,21,4,0,0,132,0.01944209636517329,8,0,0,0
767,120,15,3,0,0,16,0.05747126436781609,0,0,0,0
12016,1337,47,6,13,51,1301,0.10295092838196286,41,0,1,0
1643,255,23,3,0,1,125,0.052189562087582485,1,0,0,0
428,70,56,8,0,0,18,0.03505154639175258,0,0,0,0
82,13,32,5,0,0,1,0.22608695652173913,0,0,0,0
413,52,43,6,0,0,31,0.08971553610503283,1,0,1,0
2644,433,41,7,9,1,140,0.0577066269545793,1,0,0,0
1204,121,55,4,2,0,343,0.05793650793650794,2,0,0,0
720,122,9,2,0,0,34,0.02054794520547945,0,0,0,0
709,104,30,4,0,0,46,0.06756756756756757,0,0,0,0
938,154,24,4,0,0,78,0.04672897196261682,1,0,0,0
722,126,53,8,0,1,61,0.030927835051546393,1,0,0,0
921,132,61,11,0,1,102,0.03967446592065107,4,0,0,0
379,60,15,2,0,0,52,0.017721518987341773,0,0,1,0
2194,239,40,6,5,2,194,0.05906040268456376,2,0,0,0
7665,1082,22,3,3,5,1259,0.03043704474505723,1,0,1,0
2430,377,14,2,0,0,135,0.05562372188139059,2,0,0,0
159,15,33,6,0,0,20,0.03626943005181347,1,0,0,0
491,73,52,7,0,0,27,0.058823529411764705,1,0,0,0
740,116,25,3,0,0,40,0.02349869451697128,1,0,0,0
2213,303,42,7,0,0,65,0.05585106382978723,0,0,0,0
810,109,24,5,4,3,108,0.09341317365269461,1,0,0,0
3646,490,32,5,2,2,169,0.034792063060614296,0,0,0,0
1061,146,29,4,1,2,183,0.03299725022914757,2,0,0,0
525,51,40,4,2,0,35,0.127208480565371,1,0,0,0
171,15,40,8,0,0,23,0.03773584905660377,1,0,0,0
785,97,31,4,0,0,144,0.05752753977968176,1,0,0,0
512,85,61,10,0,0,15,0.07317073170731707,0,0,0,0
207,32,45,8,0,0,6,0.039525691699604744,0,0,0,0
1370,222,22,4,0,1,73,0.02297200287150036,2,0,0,0
1041,175,29,5,0,0,103,0.056022408963585436,1,0,0,0
236,38,50,6,0,0,11,0.05226480836236934,0,0,0,0
3197,428,52,9,7,11,426,0.040615384615384616,5,0,0,0
2901,517,26,4,0,3,173,0.0389344262295082,0,0,0,0
71,11,40,7,1,0,3,0.08035714285714286,0,0,0,0
438,58,60,9,3,3,33,0.1462925851703407,2,1,0,0
479,89,48,6,0,0,31,0.03409090909090909,0,0,0,0
2639,358,60,13,20,1,306,0.1025925925925926,3,1,1,0
1598,225,24,4,0,0,203,0.030191004313000615,1,0,1,0
660,53,82,8,0,0,155,0.05518169582772544,2,0,0,0
2129,126,47,1,3,6,687,0.2733118971061093,3,0,0,0
20000,2235,36,6,1,39,2963,0.010330887857463692,0,0,1,0
2675,462,39,7,1,1,156,0.029465930018416207,1,0,0,0
538,82,24,3,0,0,58,0.04440497335701599,2,0,0,0
5735,872,49,6,0,1,435,0.04079515989628349,3,0,0,0
395,52,23,4,0,2,39,0.045346062052505964,2,0,0,0
4299,637,32,6,9,2,426,0.02746999076638966,4,0,0,0
205,27,30,5,0,0,16,0.029661016949152543,1,0,0,0
4224,429,29,5,2,4,549,0.05947343676539727,18,0,0,0
423,59,14,2,0,0,96,0.03424657534246575,2,0,0,0
565,85,25,4,0,0,8,0.3790186125211506,0,0,0,0
6965,1231,38,6,0,3,308,0.02984009137635637,0,0,0,0
1897,288,42,5,0,0,59,0.07216494845360824,0,0,0,0
389,66,35,5,0,1,28,0.06823529411764706,0,0,0,0
1021,144,36,6,0,1,205,0.01984877126654064,2,0,1,0
732,101,50,5,0,0,20,0.13154533844189017,0,0,0,0
3430,575,25,3,1,0,120,0.03414351851851852,1,0,0,0
3975,556,44,6,3,3,610,0.030597014925373135,7,0,0,0
1536,230,29,5,2,0,56,0.022988505747126436,1,0,0,0
625,111,54,6,4,0,21,0.03823529411764706,0,0,0,0
2969,338,31,6,6,4,194,0.052649116961012994,2,0,0,0
1235,180,75,10,1,1,122,0.04881769641495042,1,0,0,0
936,129,52,7,7,0,57,0.056622851365015166,1,0,0,0
6729,1171,34,6,1,3,419,0.023211117681845063,4,0,0,0
466,78,7,1,1,0,18,0.06329113924050633,0,0,0,0
276,39,56,1,0,4,16,0.12012012012012012,0,0,0,0
865,104,36,5,1,2,143,0.04767184035476718,2,0,0,0
3391,610,54,8,9,0,97,0.056877539175856064,0,0,0,0
1129,226,46,8,0,0,73,0.05187074829931973,1,0,0,0
1309,193,47,7,0,0,52,0.03389830508474576,0,0,0,0
1283,195,18,4,0,1,116,0.05145929339477726,2,0,0,0
1562,265,21,2,0,0,110,0.16351010101010102,0,0,0,0
231,15,19,3,6,0,43,0.08764940239043825,3,0,0,0
29,2,5,2,0,0,2,0.0,0,0,0,0
146,21,48,5,1,0,9,0.07179487179487179,0,0,0,0
1851,268,21,5,0,0,97,0.14682327816337426,0,0,0,0
1835,254,41,5,3,0,201,0.030367607884922748,3,0,0,0
429,77,17,3,1,1,32,0.03803131991051454,1,0,0,0
1380,238,22,2,2,0,43,0.03136136849607983,0,0,0,0
457,46,60,10,0,1,85,0.03861003861003861,2,0,0,0
822,113,24,3,1,1,65,0.03541912632821724,4,0,0,0
464,59,43,8,0,0,88,0.02952755905511811,1,0,0,0
795,134,34,6,1,1,26,0.007228915662650603,0,0,0,0
743,122,42,8,1,0,62,0.054707379134860054,2,0,0,0
1035,168,68,11,0,4,69,0.028079710144927536,2,0,0,0
771,99,76,13,2,0,197,0.06721698113207547,2,0,0,0
632,108,16,2,0,0,16,0.053929121725731895,0,0,0,0
771,124,21,3,0,0,18,0.08448928121059268,0,0,0,0
1268,210,23,4,0,0,21,0.06501547987616099,0,0,0,0
6262,729,29,5,7,7,345,0.04942784488239034,2,0,0,0
1329,210,32,4,0,0,37,0.0381791483113069,0,0,0,0
748,99,36,5,7,0,77,0.06496815286624204,3,0,0,0
2236,329,49,7,0,0,99,0.09536307961504811,1,0,0,0
299201,3920,70,1,23,19,169074,0.19731882702023576,0,0,1,0
497,79,24,3,0,0,39,0.05172413793103448,0,0,1,0
314,62,9,2,0,0,10,0.0,0,0,0,0
1027,82,78,11,2,2,140,0.07414104882459313,2,0,0,0
162,29,22,3,0,0,7,0.05945945945945946,0,0,0,0
1165,185,40,4,1,2,150,0.03565505804311774,3,0,0,0
214,33,20,2,0,0,4,0.04680851063829787,0,0,0,0
1461,244,22,5,0,1,107,0.03908355795148248,3,0,0,0
1426,248,28,3,0,0,59,0.036426116838487975,0,0,0,0
1265,161,24,3,1,2,271,0.03798449612403101,3,0,0,0
1036,121,13,2,1,3,207,0.03333333333333333,2,0,0,0
1127,169,39,5,0,1,85,0.04712939160239932,1,0,0,0
467,78,63,7,3,0,21,0.054613935969868174,0,0,0,0
695,75,43,5,1,4,153,0.05006765899864682,2,0,0,0
3161,378,56,7,5,1,898,0.08607830950901181,0,0,0,0
1334,224,21,3,3,4,61,0.028761061946902654,1,0,0,0
1235,146,22,3,3,0,256,0.0834658187599364,4,0,0,0
1236,239,22,4,0,2,32,0.019857029388403495,0,0,0,0
2879,354,45,6,0,0,74,0.07965811965811966,2,0,0,0
8640,1300,66,8,0,5,256,0.03055013207763868,2,0,0,0
3853,396,38,5,6,0,251,0.05549845837615622,2,0,0,0
1461,130,37,5,0,0,28,0.06270847231487658,0,0,0,0
17718,3019,34,5,29,8,1080,0.04213372387765448,2,0,0,0
1662,276,51,10,8,6,103,0.13185530921820304,0,0,0,0
1636,215,38,6,0,1,93,0.028059701492537312,2,0,0,0
1109,180,30,6,1,2,96,0.05,0,0,0,0
694,120,90,14,0,2,22,0.03821656050955414,0,0,0,0
3010,416,65,10,10,2,202,0.10240572171651495,5,0,1,0
11574,1430,31,4,0,3,360,0.037566775805617784,0,0,0,0
1331,203,17,2,0,0,32,0.04595997034840623,0,0,0,0
1014,152,25,4,9,0,34,0.11826923076923077,0,0,0,0
530,79,24,3,0,0,45,0.043243243243243246,1,0,1,0
4291,450,33,5,1,7,908,0.03445086705202312,16,0,0,0
10946,806,46,6,0,0,1647,0.025652688074229053,0,0,0,0
668,92,37,4,0,0,27,0.05807365439093484,0,0,0,0
4958,738,53,7,2,2,261,0.026735833998403832,1,0,0,0
2083,292,52,7,0,0,91,0.03323970037453183,2,0,0,0
453,87,39,5,0,2,49,0.036511156186612576,0,0,0,0
467,78,58,11,0,0,17,0.026615969581749048,0,0,0,0
940,143,39,5,0,0,106,0.02857142857142857,1,0,1,0
2646,402,16,2,0,0,147,0.05407435223432219,1,0,0,0
195,21,48,8,0,0,24,0.06147540983606557,1,0,0,0
2266,382,28,5,4,0,87,0.08845315904139434,1,0,0,0
1840,308,24,5,6,2,67,0.06648793565683646,0,0,0,0
1375,257,16,4,1,0,55,0.031609195402298854,0,0,0,0
10664,1729,108,20,3,5,603,0.07685881370091896,0,0,0,0
290,38,32,5,0,4,29,0.08668730650154799,1,0,0,0
816,113,23,4,0,1,171,0.034523809523809526,1,0,0,0
1429,225,54,6,13,1,139,0.2587601078167116,0,0,1,0
19825,2446,15,3,0,27,2218,0.04898946625674109,52,0,0,0
28079,4549,59,10,14,50,1860,0.04523970290344362,28,0,0,0
1363,182,22,3,1,1,263,0.031746031746031744,2,0,0,0
873,124,26,3,2,2,52,0.05444444444444444,4,0,0,0
1465,156,50,8,2,2,201,0.030343007915567283,4,0,0,0
471,60,22,4,1,0,61,0.05060728744939271,2,0,0,0
1536,250,27,3,0,0,36,0.03644501278772379,0,0,0,0
1099,176,60,8,7,1,168,0.10431034482758621,0,0,1,0
597,85,95,1,0,4,18,0.08225108225108226,0,0,0,0
980,170,44,7,0,0,59,0.0975609756097561,0,0,0,0
478,76,43,5,4,0,17,0.0421455938697318,0,0,0,0
18293,2215,19,3,7,17,1367,0.06743843171517501,53,0,1,0
1372,245,11,2,0,3,121,0.044797687861271675,1,0,0,0
1044,168,0,0,0,0,62,0.14641148325358852,0,0,0,0
456,68,29,6,0,0,15,0.102880658436214,0,0,0,0
1443,186,20,4,1,2,257,0.0546448087431694,5,0,0,0
914,172,64,10,3,2,22,0.09499489274770173,0,0,0,0
1488,191,45,8,0,2,224,0.028683181225554105,1,0,0,0
919,116,63,5,9,0,119,0.11088504577822991,1,0,0,0
5221,942,88,12,2,1,170,0.035216572504708096,0,0,1,0
2188,40,19,4,0,0,25,0.4479166666666667,0,0,0,0
902,137,52,9,1,1,103,0.05549738219895288,2,0,0,0
1399,238,11,2,4,1,29,0.10701630049610206,0,0,0,0
1122,185,64,9,0,4,38,0.05223251895534962,0,0,0,0
949,145,39,6,0,0,25,0.09403437815975733,0,0,0,0
750,124,21,5,0,1,37,0.022020725388601035,1,0,0,0
1627,221,63,9,2,5,339,0.0384387936132466,4,0,0,0
770,116,53,8,3,0,61,0.07766990291262135,1,0,0,0
2258,355,0,0,0,7,185,0.038955289951305885,2,0,1,0
448,54,33,7,0,2,63,0.04771784232365145,3,0,0,0
147,29,116,2,0,4,20,0.16666666666666666,0,0,0,0
284,44,16,4,0,0,28,0.053156146179401995,1,0,0,0
2492,334,38,5,0,0,56,0.05887001185302252,0,0,0,0
3846,508,39,8,18,6,319,0.08311888831703551,7,0,0,0
517,71,31,6,0,0,81,0.012750455373406194,1,0,0,0
1441,232,34,5,5,1,157,0.03387533875338753,1,0,0,0
359,63,46,8,0,2,29,0.0665024630541872,1,0,0,0
685,92,28,6,4,2,83,0.07563025210084033,3,1,0,0
462,30,33,4,1,0,130,0.05443548387096774,2,0,0,0
2507,421,60,9,1,4,647,0.027258566978193146,6,0,0,0
5613,804,64,10,0,0,149,0.06445931666079606,0,0,0,0
755,103,42,7,0,0,137,0.07518796992481203,1,0,0,0
699,63,59,7,1,2,166,0.05138339920948617,3,0,0,0
472,74,26,3,0,0,13,0.02404809619238477,0,0,0,0
1596,122,55,7,0,0,48,0.038135593220338986,0,0,0,0
1618,218,21,4,0,2,374,0.03597560975609756,5,0,0,0
1498,196,21,3,0,1,305,0.029605263157894735,2,0,0,0
16464,2655,66,10,1,2,616,0.03659790696267618,3,0,0,0
214,25,50,6,0,0,17,0.01509433962264151,0,0,0,0
154,6,38,8,0,3,25,0.025906735751295335,2,0,0,0
455,69,33,4,2,2,13,0.03067484662576687,0,0,0,0
2429,268,18,4,3,0,557,0.04779411764705882,2,0,0,0
2234,301,24,3,0,0,82,0.05046480743691899,0,0,0,0
2283,366,38,7,2,1,157,0.021102497846683894,2,0,0,0
1571,271,49,7,0,2,78,0.012338062924120914,1,0,0,0
3650,494,28,5,1,0,102,0.014949714596357706,0,0,0,0
4922,999,49,8,1,9,592,0.04082864038616251,1,0,0,0
745,81,51,6,0,2,150,0.015056461731493099,2,0,0,0
3040,345,31,7,9,0,184,0.0693359375,2,0,0,0
6115,1042,11,2,18,0,390,0.006202056471356292,0,0,1,0
1314,206,27,3,0,0,82,0.011177347242921014,0,0,0,0
2114,324,21,4,7,1,228,0.05056179775280899,2,0,0,0
1407,243,30,5,2,0,77,0.04659248956884562,1,0,0,0
1887,234,32,6,1,1,437,0.03697916666666667,2,0,0,0
764,105,76,10,0,0,56,0.04875148632580262,1,0,0,0
2264,375,39,7,0,0,177,0.0646701388888889,0,0,0,0
257,47,63,11,0,0,16,0.04361370716510903,0,0,0,0
1199,208,15,3,0,1,126,0.031275720164609055,1,0,0,0
1507,269,31,4,2,0,127,0.03378817413905133,1,0,0,0
2174,271,24,3,0,0,82,0.046839472487494316,0,0,0,0
2718,447,39,5,1,1,271,0.047860768672951415,0,0,0,0
3318,585,38,7,2,0,258,0.02263926124515937,3,0,0,0
607,83,30,5,0,0,45,0.03918495297805643,1,0,0,0
1131,168,54,9,4,1,199,0.06745362563237774,1,0,0,0
1619,251,56,8,0,0,91,0.022673031026252982,1,0,0,0
7614,1171,30,5,0,3,284,0.03492478744277305,3,0,0,0
1006,162,8,2,0,1,67,0.03842364532019704,1,0,0,0
760,128,44,9,0,1,36,0.02608695652173913,0,0,0,0
2101,351,35,4,0,0,32,0.028544688816097334,0,0,0,0
19319,2301,33,6,0,24,2307,0.05410013951325376,60,0,0,0
509,83,42,8,0,0,69,0.04710144927536232,1,0,0,0
348,48,50,4,0,4,29,0.11278195488721804,0,0,0,0
362,65,15,1,0,2,15,0.018518518518518517,0,0,0,0
1294,212,36,5,0,1,62,0.032306536438767845,1,0,0,0
2525,405,44,8,0,0,111,0.08832684824902724,0,0,0,0
7686,1286,52,6,2,1,418,0.023775681612611448,3,0,0,0
421,64,30,3,0,0,16,0.059734513274336286,0,0,0,0
1685,208,53,5,0,0,47,0.08280621046578493,0,0,0,0
911,146,43,6,1,0,28,0.13403141361256546,0,0,0,0
1124,151,33,6,5,2,206,0.06303972366148532,5,0,0,0
1314,212,18,2,0,0,63,0.07426856714178545,0,0,1,0
2641,412,54,10,2,0,212,0.033753709198813056,2,0,0,0
1151,185,18,4,1,0,74,0.039316239316239315,3,0,0,0
764,93,44,5,0,2,156,0.037082818294190356,2,0,0,0
411,70,35,6,0,2,34,0.03355704697986577,0,0,0,0
269,32,53,9,0,0,26,0.043343653250773995,1,0,0,0
2313,424,46,8,0,0,147,0.04449152542372881,1,0,0,0
352,46,63,12,0,0,42,0.08413461538461539,2,0,0,0
1508,240,65,7,14,1,154,0.24523506988564167,0,0,1,0
4290,646,27,4,0,0,223,0.03774895785085688,2,0,0,0
698,121,30,3,1,1,42,0.027434842249657063,0,0,0,0
19307,3029,33,6,3,17,946,0.049790600279199626,5,0,0,0
2033,323,50,6,2,3,187,0.03694817658349328,4,1,0,0
4236,660,33,3,2,1,274,0.03793911007025761,3,0,0,0
2602,377,57,1,0,4,163,0.03796992481203008,2,0,0,0
165,28,17,4,0,0,10,0.03825136612021858,0,0,0,0
85698,13221,35,4,0,0,1912,0.019443861245246927,0,0,0,0
706,96,50,6,9,3,96,0.08190224570673713,2,0,0,0
3647,377,18,1,0,8,367,0.03764320785597381,8,0,0,0
1532,184,46,4,0,0,51,0.05446485117162761,0,0,0,0
4956,809,19,4,1,3,221,0.06189710610932476,5,0,0,0
888,147,33,5,0,1,84,0.046637744034707156,1,0,0,0
1514,127,14,2,1,2,390,0.013080444735120994,0,0,0,0
1719,308,16,2,2,2,68,0.026497695852534562,0,0,1,0
1567,271,38,4,1,2,82,0.038605230386052306,0,0,0,0
1029,146,30,6,0,1,190,0.05566037735849057,1,0,1,0
897,148,28,5,0,0,36,0.11339092872570194,0,0,0,0
614,109,16,2,2,0,20,0.08240887480190175,0,0,0,0
645,108,60,9,2,2,20,0.0708215297450425,1,0,0,0
372,50,14,3,0,0,38,0.046511627906976744,1,0,0,0
594,87,58,9,0,0,25,0.09494640122511486,0,0,0,0
941,171,21,5,0,0,48,0.01973001038421599,1,0,0,0
1420,164,38,6,0,0,126,0.18779986291980807,2,0,0,0
1755,275,109,16,0,13,107,0.05201072386058981,3,0,0,0
1027,64,122,2,0,8,94,0.10347826086956521,0,0,0,0
1304,229,14,3,0,0,153,0.026535253980288095,2,0,0,0
1107,157,45,5,0,0,50,0.06678230702515178,0,0,0,0
1011,147,47,7,16,0,161,0.34466477809254015,0,0,0,0
3596,544,25,4,0,0,131,0.03616786305908338,0,0,0,0
388,47,55,8,0,1,28,0.05630630630630631,2,0,0,0
483,87,0,0,1,0,34,0.01652892561983471,0,0,0,0
954,70,73,5,0,2,224,0.10311284046692606,2,0,0,0
11584,1816,29,7,1,8,1292,0.0336662648527639,0,0,0,0
283,32,13,2,0,0,36,0.04377104377104377,2,0,0,0
1819,329,33,6,3,4,97,0.04695089044792229,1,0,0,0
1873,288,49,7,0,0,189,0.033281331253250133,3,0,0,0
1537,112,51,10,14,2,256,0.06607929515418502,13,0,0,0
770,119,16,3,0,2,104,0.03176620076238882,1,0,0,0
1561,253,47,6,0,1,165,0.032939714108141706,2,0,0,0
1585,243,38,4,0,1,226,0.025246305418719212,3,0,0,0
338,44,30,6,0,0,28,0.08130081300813008,1,0,0,0
689,117,54,9,6,0,31,0.05913978494623656,0,0,0,0
528,75,36,4,1,0,74,0.05132743362831858,0,0,0,0
1755,149,55,3,5,0,419,0.011595803423522915,1,0,0,0
362,61,13,3,0,0,18,0.047872340425531915,1,0,0,0
801,122,13,2,1,1,60,0.05766871165644172,1,0,0,0
2182,313,32,5,0,0,55,0.09571106094808127,0,0,0,0
881,128,49,5,0,0,35,0.0322234156820623,0,0,0,0
1493,230,57,7,7,0,89,0.07543520309477757,1,0,0,0
2286,342,49,7,0,4,70,0.0136986301369863,0,0,0,0
2724,455,29,7,3,4,246,0.09840232389251997,0,0,0,0
710,78,34,5,0,1,66,0.03758389261744966,4,0,0,0
447,57,20,3,1,0,48,0.03632478632478633,3,0,0,0
370,67,20,4,0,0,24,0.02557544757033248,0,0,0,0
971,155,38,3,6,0,133,0.13267326732673268,0,0,0,0
725,115,32,7,0,1,57,0.0395778364116095,2,0,0,0
621,97,38,5,0,0,30,0.03636363636363636,0,0,0,0
513,80,26,4,0,0,24,0.007407407407407408,0,0,0,0
622,106,38,6,0,1,37,0.07564296520423601,0,0,0,0
1098,188,22,5,0,0,77,0.03300624442462088,2,0,0,0
4379,685,33,6,2,6,658,0.05166553365057784,8,0,1,0
427,65,11,3,0,1,75,0.03416856492027335,1,0,0,0
458,80,22,4,0,2,21,0.02494802494802495,1,0,0,0
729,130,29,6,0,1,46,0.03293807641633729,0,0,0,0
1010,162,63,10,0,0,71,0.030726256983240222,2,0,0,0
